年度,カレンダーNo,収集品目コード,収集品目名称,収集日
2022,3,1,可燃物,2023/02/13
2022,3,1,可燃物,2023/02/16
2022,3,1,可燃物,2023/02/20
2022,3,1,可燃物,2023/02/23
2022,3,1,可燃物,2023/02/27
2022,3,1,可燃物,2023/03/02
2022,3,1,可燃物,2023/03/06
2022,3,1,可燃物,2023/03/09
2022,3,1,可燃物,2023/03/13
2022,3,1,可燃物,2023/03/16
2022,3,1,可燃物,2023/03/20
2022,3,1,可燃物,2023/03/23
2022,3,1,可燃物,2023/03/27
2022,3,1,可燃物,2023/03/30
2022,3,2,不燃物,2022/04/06
2022,3,2,不燃物,2022/05/04
2022,3,2,不燃物,2022/06/01
2022,3,2,不燃物,2022/06/29
2022,3,2,不燃物,2022/07/27
2022,3,2,不燃物,2022/08/24
2022,3,2,不燃物,2022/09/21
2022,3,2,不燃物,2022/10/19
2022,3,2,不燃物,2022/11/16
2022,3,2,不燃物,2022/12/14
2022,3,2,不燃物,2023/01/18
2022,3,2,不燃物,2023/02/15
2022,3,2,不燃物,2023/03/15
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/05
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/13
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/19
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/27
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/03
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/11
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/17
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/25
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/31
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/08
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/14
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/22
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/28
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/06
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/12
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/20
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/26
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/03
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/09
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/17
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/23
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/31
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/06
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/14
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/20
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/28
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/04
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/12
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/18
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/26
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/01
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/09
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/15
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/23
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/29
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/12/07
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/12/13
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/12/21
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/12/27
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/01/11
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/01/17
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/01/25
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/01/31
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/02/08
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/02/14
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/02/22
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/02/28
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/03/08
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/03/14
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/03/22
2022,3,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/03/28
2022,3,4,缶・びん,2022/04/08
2022,3,4,缶・びん,2022/04/22
2022,3,4,缶・びん,2022/05/06
2022,3,4,缶・びん,2022/05/20
2022,3,4,缶・びん,2022/06/03
2022,3,4,缶・びん,2022/06/17
2022,3,4,缶・びん,2022/07/01
2022,3,4,缶・びん,2022/07/15
2022,3,4,缶・びん,2022/07/29
2022,3,4,缶・びん,2022/08/12
2022,3,4,缶・びん,2022/08/26
2022,3,4,缶・びん,2022/09/09
2022,3,4,缶・びん,2022/09/23
2022,3,4,缶・びん,2022/10/07
2022,3,4,缶・びん,2022/10/21
2022,3,4,缶・びん,2022/11/04
2022,3,4,缶・びん,2022/11/18
2022,3,4,缶・びん,2022/12/02
2022,3,4,缶・びん,2022/12/16
2022,3,4,缶・びん,2023/01/06
2022,3,4,缶・びん,2023/01/20
2022,3,4,缶・びん,2023/02/03
2022,3,4,缶・びん,2023/02/17
2022,3,4,缶・びん,2023/03/03
2022,3,4,缶・びん,2023/03/17
2022,3,4,缶・びん,2023/03/31
2022,3,5,ペットボトル,2022/04/09
2022,3,5,ペットボトル,2022/04/23
2022,3,5,ペットボトル,2022/05/07
2022,3,5,ペットボトル,2022/05/21
2022,3,5,ペットボトル,2022/06/04
2022,3,5,ペットボトル,2022/06/18
2022,3,5,ペットボトル,2022/07/02
2022,3,5,ペットボトル,2022/07/16
2022,3,5,ペットボトル,2022/07/30
2022,3,5,ペットボトル,2022/08/13
2022,3,5,ペットボトル,2022/08/27
2022,3,5,ペットボトル,2022/09/10
2022,3,5,ペットボトル,2022/09/24
2022,3,5,ペットボトル,2022/10/08
2022,3,5,ペットボトル,2022/10/22
2022,3,5,ペットボトル,2022/11/05
2022,3,5,ペットボトル,2022/11/19
2022,3,5,ペットボトル,2022/12/03
2022,3,5,ペットボトル,2022/12/17
2022,3,5,ペットボトル,2023/01/07
2022,3,5,ペットボトル,2023/01/21
2022,3,5,ペットボトル,2023/02/04
2022,3,5,ペットボトル,2023/02/18
2022,3,5,ペットボトル,2023/03/04
2022,3,5,ペットボトル,2023/03/18
2022,3,6,古紙・布類,2022/04/01
2022,3,6,古紙・布類,2022/04/15
2022,3,6,古紙・布類,2022/04/29
2022,3,6,古紙・布類,2022/05/13
2022,3,6,古紙・布類,2022/05/27
2022,3,6,古紙・布類,2022/06/10
2022,3,6,古紙・布類,2022/06/24
2022,3,6,古紙・布類,2022/07/08
2022,3,6,古紙・布類,2022/07/22
2022,3,6,古紙・布類,2022/08/05
2022,3,6,古紙・布類,2022/08/19
2022,3,6,古紙・布類,2022/09/02
2022,3,6,古紙・布類,2022/09/16
2022,3,6,古紙・布類,2022/09/30
2022,3,6,古紙・布類,2022/10/14
2022,3,6,古紙・布類,2022/10/28
2022,3,6,古紙・布類,2022/11/11
2022,3,6,古紙・布類,2022/11/25
2022,3,6,古紙・布類,2022/12/09
2022,3,6,古紙・布類,2022/12/23
2022,3,6,古紙・布類,2023/01/13
2022,3,6,古紙・布類,2023/01/27
2022,3,6,古紙・布類,2023/02/10
2022,3,6,古紙・布類,2023/02/24
2022,3,6,古紙・布類,2023/03/10
2022,3,6,古紙・布類,2023/03/24
2022,3,7,蛍光管等,2022/04/26
2022,3,7,蛍光管等,2022/05/24
2022,3,7,蛍光管等,2022/06/21
2022,3,7,蛍光管等,2022/07/19
2022,3,7,蛍光管等,2022/08/16
2022,3,7,蛍光管等,2022/09/13
2022,3,7,蛍光管等,2022/10/11
2022,3,7,蛍光管等,2022/11/08
2022,3,7,蛍光管等,2022/12/06
2022,3,7,蛍光管等,2023/01/10
2022,3,7,蛍光管等,2023/02/07
2022,3,7,蛍光管等,2023/03/07
2022,4,1,可燃物,2022/04/04
2022,4,1,可燃物,2022/04/07
2022,4,1,可燃物,2022/04/11
2022,4,1,可燃物,2022/04/14
2022,4,1,可燃物,2022/04/18
2022,4,1,可燃物,2022/04/21
2022,4,1,可燃物,2022/04/25
2022,4,1,可燃物,2022/04/28
2022,4,1,可燃物,2022/05/02
2022,4,1,可燃物,2022/05/05
2022,4,1,可燃物,2022/05/09
2022,4,1,可燃物,2022/05/12
2022,4,1,可燃物,2022/05/16
2022,4,1,可燃物,2022/05/19
2022,4,1,可燃物,2022/05/23
2022,4,1,可燃物,2022/05/26
2022,4,1,可燃物,2022/05/30
2022,4,1,可燃物,2022/06/02
2022,4,1,可燃物,2022/06/06
2022,4,1,可燃物,2022/06/09
2022,4,1,可燃物,2022/06/13
2022,4,1,可燃物,2022/06/16
2022,4,1,可燃物,2022/06/20
2022,4,1,可燃物,2022/06/23
2022,4,1,可燃物,2022/06/27
2022,4,1,可燃物,2022/06/30
2022,4,1,可燃物,2022/07/04
2022,4,1,可燃物,2022/07/07
2022,4,1,可燃物,2022/07/11
2022,4,1,可燃物,2022/07/14
2022,4,1,可燃物,2022/07/18
2022,4,1,可燃物,2022/07/21
2022,4,1,可燃物,2022/07/25
2022,4,1,可燃物,2022/07/28
2022,4,1,可燃物,2022/08/01
2022,4,1,可燃物,2022/08/04
2022,4,1,可燃物,2022/08/08
2022,4,1,可燃物,2022/08/11
2022,4,1,可燃物,2022/08/15
2022,4,1,可燃物,2022/08/18
2022,4,1,可燃物,2022/08/22
2022,4,1,可燃物,2022/08/25
2022,4,1,可燃物,2022/08/29
2022,4,1,可燃物,2022/09/01
2022,4,1,可燃物,2022/09/05
2022,4,1,可燃物,2022/09/08
2022,4,1,可燃物,2022/09/12
2022,4,1,可燃物,2022/09/15
2022,4,1,可燃物,2022/09/19
2022,4,1,可燃物,2022/09/22
2022,4,1,可燃物,2022/09/26
2022,4,1,可燃物,2022/09/29
2022,4,1,可燃物,2022/10/03
2022,4,1,可燃物,2022/10/06
2022,4,1,可燃物,2022/10/10
2022,4,1,可燃物,2022/10/13
2022,4,1,可燃物,2022/10/17
2022,4,1,可燃物,2022/10/20
2022,4,1,可燃物,2022/10/24
2022,4,1,可燃物,2022/10/27
2022,4,1,可燃物,2022/10/31
2022,4,1,可燃物,2022/11/03
2022,4,1,可燃物,2022/11/07
2022,4,1,可燃物,2022/11/10
2022,4,1,可燃物,2022/11/14
2022,4,1,可燃物,2022/11/17
2022,4,1,可燃物,2022/11/21
2022,4,1,可燃物,2022/11/24
2022,4,1,可燃物,2022/11/28
2022,4,1,可燃物,2022/12/01
2022,4,1,可燃物,2022/12/05
2022,4,1,可燃物,2022/12/08
2022,4,1,可燃物,2022/12/12
2022,4,1,可燃物,2022/12/15
2022,4,1,可燃物,2022/12/19
2022,4,1,可燃物,2022/12/22
2022,4,1,可燃物,2022/12/26
2022,4,1,可燃物,2022/12/29
2022,4,1,可燃物,2023/01/05
2022,4,1,可燃物,2023/01/09
2022,4,1,可燃物,2023/01/12
2022,4,1,可燃物,2023/01/16
2022,4,1,可燃物,2023/01/19
2022,4,1,可燃物,2023/01/23
2022,4,1,可燃物,2023/01/26
2022,4,1,可燃物,2023/01/30
2022,4,1,可燃物,2023/02/02
2022,4,1,可燃物,2023/02/06
2022,4,1,可燃物,2023/02/09
2022,4,1,可燃物,2023/02/13
2022,4,1,可燃物,2023/02/16
2022,4,1,可燃物,2023/02/20
2022,4,1,可燃物,2023/02/23
2022,4,1,可燃物,2023/02/27
2022,4,1,可燃物,2023/03/02
2022,4,1,可燃物,2023/03/06
2022,4,1,可燃物,2023/03/09
2022,4,1,可燃物,2023/03/13
2022,4,1,可燃物,2023/03/16
2022,4,1,可燃物,2023/03/20
2022,4,1,可燃物,2023/03/23
2022,4,1,可燃物,2023/03/27
2022,4,1,可燃物,2023/03/30
2022,4,2,不燃物,2022/04/06
2022,4,2,不燃物,2022/05/04
2022,4,2,不燃物,2022/06/01
2022,4,2,不燃物,2022/06/29
2022,4,2,不燃物,2022/07/27
2022,4,2,不燃物,2022/08/24
2022,4,2,不燃物,2022/09/21
2022,4,2,不燃物,2022/10/19
2022,4,2,不燃物,2022/11/16
2022,4,2,不燃物,2022/12/14
2022,4,2,不燃物,2023/01/18
2022,4,2,不燃物,2023/02/15
2022,4,2,不燃物,2023/03/15
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/05
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/13
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/19
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/27
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/03
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/11
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/17
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/25
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/31
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/08
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/14
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/22
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/28
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/06
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/12
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/20
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/26
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/03
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/09
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/17
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/23
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/31
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/06
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/14
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/20
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/28
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/04
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/12
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/18
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/26
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/01
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/09
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/15
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/23
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/11/29
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/12/07
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/12/13
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/12/21
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/12/27
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/01/11
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/01/17
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/01/25
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/01/31
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/02/08
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/02/14
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/02/22
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/02/28
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/03/08
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/03/14
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/03/22
2022,4,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2023/03/28
2022,4,4,缶・びん,2022/04/08
2022,4,4,缶・びん,2022/04/22
2022,4,4,缶・びん,2022/05/06
2022,4,4,缶・びん,2022/05/20
2022,4,4,缶・びん,2022/06/03
2022,4,4,缶・びん,2022/06/17
2022,4,4,缶・びん,2022/07/01
2022,4,4,缶・びん,2022/07/15
2022,4,4,缶・びん,2022/07/29
2022,4,4,缶・びん,2022/08/12
2022,4,4,缶・びん,2022/08/26
2022,4,4,缶・びん,2022/09/09
2022,4,4,缶・びん,2022/09/23
2022,4,4,缶・びん,2022/10/07
2022,4,4,缶・びん,2022/10/21
2022,4,4,缶・びん,2022/11/04
2022,4,4,缶・びん,2022/11/18
2022,4,4,缶・びん,2022/12/02
2022,4,4,缶・びん,2022/12/16
2022,4,4,缶・びん,2023/01/06
2022,4,4,缶・びん,2023/01/20
2022,4,4,缶・びん,2023/02/03
2022,4,4,缶・びん,2023/02/17
2022,4,4,缶・びん,2023/03/03
2022,4,4,缶・びん,2023/03/17
2022,4,4,缶・びん,2023/03/31
2022,4,5,ペットボトル,2022/04/09
2022,4,5,ペットボトル,2022/04/23
2022,4,5,ペットボトル,2022/05/07
2022,4,5,ペットボトル,2022/05/21
2022,4,5,ペットボトル,2022/06/04
2022,4,5,ペットボトル,2022/06/18
2022,4,5,ペットボトル,2022/07/02
2022,4,5,ペットボトル,2022/07/16
2022,4,5,ペットボトル,2022/07/30
2022,4,5,ペットボトル,2022/08/13
2022,4,5,ペットボトル,2022/08/27
2022,4,5,ペットボトル,2022/09/10
2022,4,5,ペットボトル,2022/09/24
2022,4,5,ペットボトル,2022/10/08
2022,4,5,ペットボトル,2022/10/22
2022,4,5,ペットボトル,2022/11/05
2022,4,5,ペットボトル,2022/11/19
2022,4,5,ペットボトル,2022/12/03
2022,4,5,ペットボトル,2022/12/17
2022,4,5,ペットボトル,2023/01/07
2022,4,5,ペットボトル,2023/01/21
2022,4,5,ペットボトル,2023/02/04
2022,4,5,ペットボトル,2023/02/18
2022,4,5,ペットボトル,2023/03/04
2022,4,5,ペットボトル,2023/03/18
2022,4,6,古紙・布類,2022/04/01
2022,4,6,古紙・布類,2022/04/15
2022,4,6,古紙・布類,2022/04/29
2022,4,6,古紙・布類,2022/05/13
2022,4,6,古紙・布類,2022/05/27
2022,4,6,古紙・布類,2022/06/10
2022,4,6,古紙・布類,2022/06/24
2022,4,6,古紙・布類,2022/07/08
2022,4,6,古紙・布類,2022/07/22
2022,4,6,古紙・布類,2022/08/05
2022,4,6,古紙・布類,2022/08/19
2022,4,6,古紙・布類,2022/09/02
2022,4,6,古紙・布類,2022/09/16
2022,4,6,古紙・布類,2022/09/30
2022,4,6,古紙・布類,2022/10/14
2022,4,6,古紙・布類,2022/10/28
2022,4,6,古紙・布類,2022/11/11
2022,4,6,古紙・布類,2022/11/25
2022,4,6,古紙・布類,2022/12/09
2022,4,6,古紙・布類,2022/12/23
2022,4,6,古紙・布類,2023/01/13
2022,4,6,古紙・布類,2023/01/27
2022,4,6,古紙・布類,2023/02/10
2022,4,6,古紙・布類,2023/02/24
2022,4,6,古紙・布類,2023/03/10
2022,4,6,古紙・布類,2023/03/24
2022,4,7,蛍光管等,2022/04/12
2022,4,7,蛍光管等,2022/05/10
2022,4,7,蛍光管等,2022/06/07
2022,4,7,蛍光管等,2022/07/05
2022,4,7,蛍光管等,2022/08/02
2022,4,7,蛍光管等,2022/08/30
2022,4,7,蛍光管等,2022/09/27
2022,4,7,蛍光管等,2022/10/25
2022,4,7,蛍光管等,2022/11/22
2022,4,7,蛍光管等,2022/12/20
2022,4,7,蛍光管等,2023/01/24
2022,4,7,蛍光管等,2023/02/21
2022,4,7,蛍光管等,2023/03/21
2022,5,1,可燃物,2022/04/01
2022,5,1,可燃物,2022/04/05
2022,5,1,可燃物,2022/04/08
2022,5,1,可燃物,2022/04/12
2022,5,1,可燃物,2022/04/15
2022,5,1,可燃物,2022/04/19
2022,5,1,可燃物,2022/04/22
2022,5,1,可燃物,2022/04/26
2022,5,1,可燃物,2022/04/29
2022,5,1,可燃物,2022/05/03
2022,5,1,可燃物,2022/05/06
2022,5,1,可燃物,2022/05/10
2022,5,1,可燃物,2022/05/13
2022,5,1,可燃物,2022/05/17
2022,5,1,可燃物,2022/05/20
2022,5,1,可燃物,2022/05/24
2022,5,1,可燃物,2022/05/27
2022,5,1,可燃物,2022/05/31
2022,5,1,可燃物,2022/06/03
2022,5,1,可燃物,2022/06/07
2022,5,1,可燃物,2022/06/10
2022,5,1,可燃物,2022/06/14
2022,5,1,可燃物,2022/06/17
2022,5,1,可燃物,2022/06/21
2022,5,1,可燃物,2022/06/24
2022,5,1,可燃物,2022/06/28
2022,5,1,可燃物,2022/07/01
2022,5,1,可燃物,2022/07/05
2022,5,1,可燃物,2022/07/08
2022,5,1,可燃物,2022/07/12
2022,5,1,可燃物,2022/07/15
2022,5,1,可燃物,2022/07/19
2022,5,1,可燃物,2022/07/22
2022,5,1,可燃物,2022/07/26
2022,5,1,可燃物,2022/07/29
2022,5,1,可燃物,2022/08/02
2022,5,1,可燃物,2022/08/05
2022,5,1,可燃物,2022/08/09
2022,5,1,可燃物,2022/08/12
2022,5,1,可燃物,2022/08/16
2022,5,1,可燃物,2022/08/19
2022,5,1,可燃物,2022/08/23
2022,5,1,可燃物,2022/08/26
2022,5,1,可燃物,2022/08/30
2022,5,1,可燃物,2022/09/02
2022,5,1,可燃物,2022/09/06
2022,5,1,可燃物,2022/09/09
2022,5,1,可燃物,2022/09/13
2022,5,1,可燃物,2022/09/16
2022,5,1,可燃物,2022/09/20
2022,5,1,可燃物,2022/09/23
2022,5,1,可燃物,2022/09/27
2022,5,1,可燃物,2022/09/30
2022,5,1,可燃物,2022/10/04
2022,5,1,可燃物,2022/10/07
2022,5,1,可燃物,2022/10/11
2022,5,1,可燃物,2022/10/14
2022,5,1,可燃物,2022/10/18
2022,5,1,可燃物,2022/10/21
2022,5,1,可燃物,2022/10/25
2022,5,1,可燃物,2022/10/28
2022,5,1,可燃物,2022/11/01
2022,5,1,可燃物,2022/11/04
2022,5,1,可燃物,2022/11/08
2022,5,1,可燃物,2022/11/11
2022,5,1,可燃物,2022/11/15
2022,5,1,可燃物,2022/11/18
2022,5,1,可燃物,2022/11/22
2022,5,1,可燃物,2022/11/25
2022,5,1,可燃物,2022/11/29
2022,5,1,可燃物,2022/12/02
2022,5,1,可燃物,2022/12/06
2022,5,1,可燃物,2022/12/09
2022,5,1,可燃物,2022/12/13
2022,5,1,可燃物,2022/12/16
2022,5,1,可燃物,2022/12/20
2022,5,1,可燃物,2022/12/23
2022,5,1,可燃物,2022/12/27
2022,5,1,可燃物,2022/12/30
2022,5,1,可燃物,2023/01/06
2022,5,1,可燃物,2023/01/10
2022,5,1,可燃物,2023/01/13
2022,5,1,可燃物,2023/01/17
2022,5,1,可燃物,2023/01/20
2022,5,1,可燃物,2023/01/24
2022,5,1,可燃物,2023/01/27
2022,5,1,可燃物,2023/01/31
2022,5,1,可燃物,2023/02/03
2022,5,1,可燃物,2023/02/07
2022,5,1,可燃物,2023/02/10
2022,5,1,可燃物,2023/02/14
2022,5,1,可燃物,2023/02/17
2022,5,1,可燃物,2023/02/21
2022,5,1,可燃物,2023/02/24
2022,5,1,可燃物,2023/02/28
2022,5,1,可燃物,2023/03/03
2022,5,1,可燃物,2023/03/07
2022,5,1,可燃物,2023/03/10
2022,5,1,可燃物,2023/03/14
2022,5,1,可燃物,2023/03/17
2022,5,1,可燃物,2023/03/21
2022,5,1,可燃物,2023/03/24
2022,5,1,可燃物,2023/03/28
2022,5,1,可燃物,2023/03/31
2022,5,2,不燃物,2022/04/13
2022,5,2,不燃物,2022/05/11
2022,5,2,不燃物,2022/06/08
2022,5,2,不燃物,2022/07/06
2022,5,2,不燃物,2022/08/03
2022,5,2,不燃物,2022/08/31
2022,5,2,不燃物,2022/09/28
2022,5,2,不燃物,2022/10/26
2022,5,2,不燃物,2022/11/23
2022,5,2,不燃物,2022/12/21
2022,5,2,不燃物,2023/01/25
2022,5,2,不燃物,2023/02/22
2022,5,2,不燃物,2023/03/22
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/04
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/11
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/18
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/04/25
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/02
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/09
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/16
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/23
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/05/30
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/06
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/13
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/20
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/06/27
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/04
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/11
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/18
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/07/25
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/01
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/08
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/15
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/22
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/08/29
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/05
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/12
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/19
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/09/26
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/03
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/10
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/17
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/24
2022,5,3,ﾌﾟﾗｽﾁｯｸ製容器包装,2022/10/31
